URL,Vulnerability,Status/Details
http://testphp.vulnweb.com,Insecure HTTP Headers,"Error: HTTPConnectionPool(host='testphp.vulnweb.com', port=80): Read timed out."
http://testphp.vulnweb.com,Clickjacking,Error checking clickjacking
http://testphp.vulnweb.com,Robots.txt Check,Error fetching robots
http://testphp.vulnweb.com,Open Redirect,No Open Redirect found
